number,link,Message,Subject Line,character count,subject_len,and_or_count,Blank Line,Capital,dot,imperative,wrap,verb_direct_obj,changed_files_count,changes_methods_count,files_to_body_ratio,methods_to_body_ratio,methods_long,methods_complexity,methods_parameters
109,https://github.com/docker-library/php/commit/3904b176167a07c8828b9a1b5b9a3ea55bd9f21d,Add CMD php -a; replace awk with magic bash,Add CMD php -a; replace awk with magic bash,43,2,1,1,1,1,1,1,1,6,0,0.0,N/A,N/A,N/A,N/A
110,https://github.com/docker-library/php/commit/f36d64e65bb7288a3de0c0c91f21a8ff6dd2b7f4,Change default command to httpd,Change default command to httpd,31,2,1,1,1,1,1,1,1,5,0,0.0,N/A,N/A,N/A,N/A
111,https://github.com/docker-library/php/commit/595b0f49201ca210ae25c711e559ddbf70c20641,Add license (Expat),Add license (Expat),19,1,1,1,1,1,1,1,1,1,0,0.0,N/A,N/A,N/A,N/A
112,https://github.com/docker-library/php/commit/e19f15271b1cbe9d3e5c9f0c552beca9579f0677,"use php.net as host, to allow mirror redirects

Prevents us2.php.net from getting all of the traffic.","use php.net as host, to allow mirror redirects",46,2,1,1,0,1,1,1,1,8,0,0.0,N/A,N/A,N/A,N/A
113,https://github.com/docker-library/php/commit/8e361ec2017cf08fc896fd0a28da3b3742cebb09,Added compile option --with-mysqli in versions with Apache,Added compile option --with-mysqli in versions with Apache,58,1,1,1,1,1,0,1,0,5,0,0.0,N/A,N/A,N/A,N/A
114,https://github.com/docker-library/php/commit/7d61fd53df92f93172ede35a692fd5f645a0252c,Added mysql PDO support to compile flags in versions with Apache,Added mysql PDO support to compile flags in versions with Apache,64,1,1,1,1,1,0,1,1,5,0,0.0,N/A,N/A,N/A,N/A
115,https://github.com/docker-library/php/commit/7819c242fd0521684b31ff0b33707132ca1bd9c6,"Simplify ""-apache"" images by using the Debian apache2 packages","Simplify ""-apache"" images by using the Debian apache2 packages",62,1,1,1,1,1,1,1,1,16,0,0.0,N/A,N/A,N/A,N/A
116,https://github.com/docker-library/php/commit/fbac56b1889188f9dd5d124a0fefca7aa1058aa2,Update versions,Update versions,15,1,1,1,1,1,1,1,0,4,0,0.0,N/A,N/A,N/A,N/A
117,https://github.com/docker-library/php/commit/28bebceb07d8c70702e83f6f0942edb6dcc7514d,"Update 5.6 version - fix #11

Signed-off-by: Rogerio Prado de Jesus <rogeriopradoj@gmail.com>",Update 5.6 version - fix #11,28,2,1,1,1,1,1,1,1,2,0,0.0,N/A,N/A,N/A,N/A
118,https://github.com/docker-library/php/commit/9fabd6a9d930930c25f228f09e26aecb13f92e43,"Add more tags, thanks to J�r�me","Add more tags, thanks to J�r�me",35,2,1,1,1,1,1,1,1,1,0,0.0,N/A,N/A,N/A,N/A
119,https://github.com/docker-library/php/commit/6b0affa0c5a8cc1cbbd8b1110f239a226a137c97,"Remove the `VOLUME` definition from the apache variants, since it doesn't make sense in the general case

This is another one thanks to J�r�me...","Remove the `VOLUME` definition from the apache variants, since it doesn't make sense in the general case",104,0,1,1,1,1,1,0,1,5,0,0.0,N/A,N/A,N/A,N/A
120,https://github.com/docker-library/php/commit/babf5469125c2302c8076e9d75399e4a501f8b5c,Add open-ssl option,Add open-ssl option,19,1,1,1,1,1,1,1,1,1,0,0.0,N/A,N/A,N/A,N/A
121,https://github.com/docker-library/php/commit/6527e41240379ce1112b629a505ef9752f42a64f,add option ssl on apache,add option ssl on apache,24,2,1,1,0,1,1,1,1,1,0,0.0,N/A,N/A,N/A,N/A
122,https://github.com/docker-library/php/commit/646ff233711578d0e9ee98bde8af7ac311c57cf3,add openSSL,add openSSL,11,1,1,1,0,1,1,1,1,1,0,0.0,N/A,N/A,N/A,N/A
123,https://github.com/docker-library/php/commit/1317deb6f7ca226250e2e4d75e41e3603136e574,add openSSL,add openSSL,11,1,1,1,0,1,1,1,1,1,0,0.0,N/A,N/A,N/A,N/A
124,https://github.com/docker-library/php/commit/7daab7cc1ef111675c1ffb1339dcf72302a62fde,add openSSL,add openSSL,11,1,1,1,0,1,1,1,1,1,0,0.0,N/A,N/A,N/A,N/A
125,https://github.com/docker-library/php/commit/9fc452451b227d1d20b77183cacc26906c9f669d,add openSSL,add openSSL,11,1,1,1,0,1,1,1,1,1,0,0.0,N/A,N/A,N/A,N/A
126,https://github.com/docker-library/php/commit/ccf611429545d87a37deaa5b0cb18075a9ebcec5,add openSSL,add openSSL,11,1,1,1,0,1,1,1,1,1,0,0.0,N/A,N/A,N/A,N/A
127,https://github.com/docker-library/php/commit/524908779e1de87ab8fbd50f544c798782d8fc06,add openSSL,add openSSL,11,1,1,1,0,1,1,1,1,1,0,0.0,N/A,N/A,N/A,N/A
128,https://github.com/docker-library/php/commit/8814c6a7888ffa521de4d8d06454e29992b87dc7,"Drop older php 5.3

it fails when trying to build with ssl",Drop older php 5.3,18,1,1,1,1,1,1,1,1,3,0,0.0,N/A,N/A,N/A,N/A
129,https://github.com/docker-library/php/commit/b8c53deb443672d19db7776ee074ef8449016bbe,"Bump 5.6.2 - fix #21

fix #21

Signed-off-by: Rogerio Prado de Jesus <rogeriopradoj@gmail.com>",Bump 5.6.2 - fix #21,20,1,1,1,1,1,1,1,1,2,0,0.0,N/A,N/A,N/A,N/A
130,https://github.com/docker-library/php/commit/7626c94cfab5e5431860473047330026ca4b6134,"Bump 5.4.34 - fix docker-library#23

fix docker-library#23

Signed-off-by: Rogerio Prado de Jesus <rogeriopradoj@gmail.com>",Bump 5.4.34 - fix docker-library#23,35,2,1,1,1,1,1,1,1,2,0,0.0,N/A,N/A,N/A,N/A
131,https://github.com/docker-library/php/commit/7c248a3108826ef5153f95ef721544528623f429,"Bump 5.5.18 - fix docker-library#22

fix docker-library#22

Signed-off-by: Rogerio Prado de Jesus <rogeriopradoj@gmail.com>",Bump 5.5.18 - fix docker-library#22,35,2,1,1,1,1,1,1,1,2,0,0.0,N/A,N/A,N/A,N/A
132,https://github.com/docker-library/php/commit/f8a3ea57872453063f6416d1a1e92011daa19a0e,Minor version bumps,Minor version bumps,19,1,1,1,1,1,1,1,0,3,0,0.0,N/A,N/A,N/A,N/A
133,https://github.com/docker-library/php/commit/d21459dd50dbfda473f35891731e8931e3997db8,Add additional modules to include,Add additional modules to include,33,2,1,1,1,1,1,1,1,1,0,0.0,N/A,N/A,N/A,N/A
134,https://github.com/docker-library/php/commit/cfa9eab11550fd0242ccc9a556868fff8ed52dd4,Add additional modules to versions 5.4 and 5.5,Add additional modules to versions 5.4 and 5.5,46,2,0,1,1,1,1,1,1,2,0,0.0,N/A,N/A,N/A,N/A
135,https://github.com/docker-library/php/commit/7cd19dc2a719c3fd9744067df8f07fd74a7b113b,Update apache versions,Update apache versions,22,2,1,1,1,1,1,1,1,3,0,0.0,N/A,N/A,N/A,N/A
136,https://github.com/docker-library/php/commit/87828ff10b17018b0250b698e903e2bb2ffe50ce,"Gzip does not exist as a flag, use zlib","Gzip does not exist as a flag, use zlib",39,2,1,1,1,1,0,1,1,6,0,0.0,N/A,N/A,N/A,N/A
137,https://github.com/docker-library/php/commit/a3dcd781795a1d0d033e44b2552677526ff969b8,"Remove buildconf from our Dockerfiles since we use the release tarballs, which have pre-generated configure scripts","Remove buildconf from our Dockerfiles since we use the release tarballs, which have pre-generated configure scripts",115,0,1,1,1,1,1,0,1,6,0,0.0,N/A,N/A,N/A,N/A
138,https://github.com/docker-library/php/commit/a6e6a6381d501abaf3d5cf47e05b3ea760804a84,"Refactor Dockerfile, switching the base from `buildpack-deps` over to `debian` directly

This results in a dramatic reduction of image size:

```console
$ docker images php
REPOSITORY          TAG                 IMAGE ID            CREATED              VIRTUAL SIZE
php                 5.4                 6b03f428509e        3 hours ago          354.3 MB
php                 5.4-apache          2bd126f2c469        2 minutes ago        394.8 MB
php                 5.5                 19a5113df69a        9 minutes ago        356.4 MB
php                 5.5-apache          6c892721307f        2 minutes ago        396.9 MB
php                 5.6                 69aead156fe7        10 minutes ago       356.8 MB
php                 5.6-apache          2d0bae628aaf        About an hour ago    397.3 MB
```

vs the old:

```console
$ docker images php
REPOSITORY          TAG                 IMAGE ID            CREATED             VIRTUAL SIZE
php                 5.4                 e760b9bd2c6c        2 days ago          736.9 MB
php                 5.4-apache          62c23e8f1704        2 days ago          811.8 MB
php                 5.5                 156d2a323bc0        2 days ago          739.8 MB
php                 5.5-apache          3014d0f81b29        2 days ago          814.7 MB
php                 5.6                 dab86418397c        2 days ago          740.2 MB
php                 5.6-apache          b3c4a0633954        2 days ago          815.1 MB
```","Refactor Dockerfile, switching the base from `buildpack-deps` over to `debian` directly",87,0,1,1,1,1,1,0,1,9,0,0.6666666666666666,N/A,N/A,N/A,N/A
139,https://github.com/docker-library/php/commit/cf2a4bcb5b7044f3db73eef4aa8d8e56e07cdf61,Add ca-certificates (which was in buildpack-deps),Add ca-certificates (which was in buildpack-deps),49,2,1,1,1,1,1,1,1,6,0,0.0,N/A,N/A,N/A,N/A
140,https://github.com/docker-library/php/commit/98f6553f688b7071ebeb8331add734d569bd4141,Add --enable-soap,Add --enable-soap,17,1,1,1,1,1,1,1,1,6,0,0.0,N/A,N/A,N/A,N/A
141,https://github.com/docker-library/php/commit/4d09bc45cb4849edfb4e22aac5b47ddef97b79c7,"Keep the source and instead just ""make clean""","Keep the source and instead just ""make clean""",45,2,0,1,1,1,1,1,1,6,0,0.0,N/A,N/A,N/A,N/A
142,https://github.com/docker-library/php/commit/2c5880107a84631b60439625b6b19c412de196ba,"Add new `docker-php-ext-*` scripts for magic

For example, the following makes WordPress work:

```Dockerfile
RUN apt-get update && apt-get install -y libpng12-dev && rm -rf /var/lib/apt/lists/* \
	&& docker-php-ext-install gd \
	&& apt-get purge --auto-remove -y libpng12-dev

RUN docker-php-ext-install mysqli
```",Add new `docker-php-ext-*` scripts for magic,44,2,1,1,1,1,1,0,1,21,0,0.2857142857142857,N/A,N/A,N/A,N/A
143,https://github.com/docker-library/php/commit/c06a6485d6a3025c89d233c2c2066c8c7582d32e,"Make the root more obvious, fix DirectoryIndex to php first","Make the root more obvious, fix DirectoryIndex to php first",59,1,1,1,1,1,1,1,1,4,0,0.0,N/A,N/A,N/A,N/A
144,https://github.com/docker-library/php/commit/b2e1b8e2a37db419ae1244b9f63456b86f666ffe,Add back make (which we somehow missed),Add back make (which we somehow missed),39,2,1,1,1,1,1,1,1,6,0,0.0,N/A,N/A,N/A,N/A
145,https://github.com/docker-library/php/commit/80f855114cb4c44eef7aa2a0e22a07e40e97cc03,Add FPM variant,Add FPM variant,15,1,1,1,1,1,1,1,1,17,0,0.0,N/A,N/A,N/A,N/A
146,https://github.com/docker-library/php/commit/844ed7ce004749b2d81e98cfa2962043a1581fee,"Update to 5.5.19 and 5.6.3 for CVEs

Fixes #45; thanks @thaJeztah",Update to 5.5.19 and 5.6.3 for CVEs,35,2,0,1,1,1,1,1,0,2,0,0.0,N/A,N/A,N/A,N/A
147,https://github.com/docker-library/php/commit/18b5d0884c45f30d54bd0eca22352df7fc9fb0d8,"FAILURE (yeah, my bad)","FAILURE (yeah, my bad)",22,2,1,1,1,1,0,1,0,3,0,0.0,N/A,N/A,N/A,N/A
148,https://github.com/docker-library/php/commit/583557dc05de007ee5701d0a92c400fd397c8970,MOAAR,MOAAR,5,0,1,1,1,1,0,1,0,4,0,0.0,N/A,N/A,N/A,N/A
149,https://github.com/docker-library/php/commit/5bcd974ac087165b250ef7da60f398a3937ebb81,Add readme stub,Add readme stub,15,1,1,1,1,1,1,1,1,1,0,0.0,N/A,N/A,N/A,N/A
150,https://github.com/docker-library/php/commit/9bb0b224807e03fff64574d0e76ed3e6e7d2ef26,"Fix php:fpm ""listen"" directive","Fix php:fpm ""listen"" directive",30,2,1,1,1,1,1,1,1,4,0,0.0,N/A,N/A,N/A,N/A
151,https://github.com/docker-library/php/commit/58c3fd175cb3ab30633fbc3e86314154ecc38e89,Load opcache as a zend_extension.,Load opcache as a zend_extension.,33,2,1,1,1,0,1,1,0,10,0,0.0,N/A,N/A,N/A,N/A
152,https://github.com/docker-library/php/commit/2482d466611d497fc2c6b7f3268ed0cae8ee9144,[5.4][fpm][php-fpm.conf] Impossible to listen on [::]:9000. Replace by 9000,[5.4][fpm][php-fpm.conf] Impossible to listen on [::]:9000. Replace by 9000,75,0,1,1,1,1,0,0,0,1,0,0.0,N/A,N/A,N/A,N/A
153,https://github.com/docker-library/php/commit/938bbe3bad664cc4ec93d982934fd250a57d6d3b,Run update.sh,Run update.sh,13,1,1,1,1,1,1,1,1,1,0,0.0,N/A,N/A,N/A,N/A
154,https://github.com/docker-library/php/commit/4bb8f8678056630c0322364d080acd585baef95d,Run update again to fix apache and fpm versions,Run update again to fix apache and fpm versions,47,2,0,1,1,1,1,1,1,2,0,0.0,N/A,N/A,N/A,N/A
155,https://github.com/docker-library/php/commit/be46002aeedac80205e5d7a54a93169c6fa8bc51,Bump to 5.6.4 and 5.4.36,Bump to 5.6.4 and 5.4.36,24,2,0,1,1,1,1,1,0,2,0,0.0,N/A,N/A,N/A,N/A
156,https://github.com/docker-library/php/commit/f972d91aac11cf41e5de6d24a45dcb1bb00f221d,Update variants too...,Update variants too...,22,2,1,1,1,0,1,1,0,5,0,0.0,N/A,N/A,N/A,N/A
157,https://github.com/docker-library/php/commit/a51c16e5f91be6243452471d1454dca5b168e3d4,Add a pid cleaner in case container was killed unexpectedly,Add a pid cleaner in case container was killed unexpectedly,59,1,1,1,1,1,1,1,1,10,0,0.0,N/A,N/A,N/A,N/A
158,https://github.com/docker-library/php/commit/5d49ba5861c0245da96132b011c8dbdad8c28188,Switch from pgp.mit.edu to pool.sks-keyservers.net,Switch from pgp.mit.edu to pool.sks-keyservers.net,50,2,1,1,1,1,1,1,0,9,0,0.0,N/A,N/A,N/A,N/A
159,https://github.com/docker-library/php/commit/c871678cc7c8dbc9277832e35f14f3534f2dd0fb,"Run update.sh, php 5.5 and 5.6 version bumped","Run update.sh, php 5.5 and 5.6 version bumped",45,2,0,1,1,1,1,1,1,6,0,0.0,N/A,N/A,N/A,N/A
160,https://github.com/docker-library/php/commit/d506059bc4361bfe9b0ce536c7d94f76a37d2c02,Run update.sh to bump 5.4,Run update.sh to bump 5.4,25,2,1,1,1,1,1,1,1,3,0,0.0,N/A,N/A,N/A,N/A
161,https://github.com/docker-library/php/commit/63835823986369ab5982cc6ea1345a962fda5b4a,Remove Indexes option from /var/www,Remove Indexes option from /var/www,35,2,1,1,1,1,1,1,1,3,0,0.0,N/A,N/A,N/A,N/A
162,https://github.com/docker-library/php/commit/58775aa6924fcb854eb57315f019bbbf729c94d2,"Update to 5.4.38, 5.5.22, 5.6.6","Update to 5.4.38, 5.5.22, 5.6.6",31,2,1,1,1,1,1,1,0,9,0,0.0,N/A,N/A,N/A,N/A
163,https://github.com/docker-library/php/commit/360fc176e2a65273b333c71a5aa16438d3da9d43,Unindent LICENSE,Unindent LICENSE,16,1,1,1,1,1,0,1,0,1,0,1.0,N/A,N/A,N/A,N/A
164,https://github.com/docker-library/php/commit/895c68730d068a139e22d4649c08e3b98113f3e4,2015,2015,4,0,1,1,0,1,0,1,0,1,0,0.0,N/A,N/A,N/A,N/A
165,https://github.com/docker-library/php/commit/93c2ef13265f9c3772a5bd5833bea0d2c1b86535,"Make autoremove remove more packages

By default, apt-get autoremove won't remove packages that are recommended or
suggested by *any* installed packages, not just the packages that
auto-installed them.",Make autoremove remove more packages,36,2,1,1,1,1,1,0,1,9,0,0.0,N/A,N/A,N/A,N/A
166,https://github.com/docker-library/php/commit/1e07e9134490f53d24fbd23ee3521067c8ab2d29,Add libc-dev as an explicit phpize dependency,Add libc-dev as an explicit phpize dependency,45,2,1,1,1,1,1,1,1,9,0,0.0,N/A,N/A,N/A,N/A
167,https://github.com/docker-library/php/commit/dd4503a7f06edf792d045e1dc60cef8828965265,"Update to 5.4.39, 5.5.23, and 5.6.7","Update to 5.4.39, 5.5.23, and 5.6.7",35,2,0,1,1,1,1,1,0,9,0,0.0,N/A,N/A,N/A,N/A
168,https://github.com/docker-library/php/commit/f6c40011c82d45eba771576191550f5fa8a96608,"Empty config and sites folders, include them (#76)","Empty config and sites folders, include them (#76)",50,2,0,1,1,1,1,1,1,4,0,0.0,N/A,N/A,N/A,N/A
169,https://github.com/docker-library/php/commit/0d49708c9983607adc23ed09f778caa54b7312f8,Use && instead of ; for consistency,Use && instead of ; for consistency,35,2,1,1,1,1,1,1,0,9,0,0.0,N/A,N/A,N/A,N/A
170,https://github.com/docker-library/php/commit/693ce7b4d24bafedf5bd89d5b7b1719aa0aa4429,Removed bashism in Dockerfile,Removed bashism in Dockerfile,29,2,1,1,1,1,0,1,0,1,0,0.0,N/A,N/A,N/A,N/A
171,https://github.com/docker-library/php/commit/c909cc49a563356927300e12501fd2f86b404b4d,Run update.sh,Run update.sh,13,1,1,1,1,1,1,1,1,3,0,0.0,N/A,N/A,N/A,N/A
172,https://github.com/docker-library/php/commit/0d3682eced9b202c89f73a4af1026f14f6c9938d,Add initial .travis.yml,Add initial .travis.yml,23,2,1,1,1,1,1,1,1,1,0,1.0,N/A,N/A,N/A,N/A
173,https://github.com/docker-library/php/commit/08bf31dfd492f02a2696c9a30eb85326b1570abd,Prevent tar preserving file ownership,Prevent tar preserving file ownership,37,2,1,1,1,1,1,1,1,9,0,0.0,N/A,N/A,N/A,N/A
174,https://github.com/docker-library/php/commit/e8cc3c3c2907b8468c8ecfe4635675bdfebd2771,"Install file and re2c as required by docker-php-ext-install

Fix #86",Install file and re2c as required by docker-php-ext-install,59,1,0,1,1,1,1,1,1,9,0,0.0,N/A,N/A,N/A,N/A
175,https://github.com/docker-library/php/commit/13112ed409335f211edbaf9b74db1c87b329b6d8,"Remove file from buildDeps

file is still needed for docker-php-install-ext.",Remove file from buildDeps,26,2,1,1,1,1,1,1,1,9,0,0.0,N/A,N/A,N/A,N/A
176,https://github.com/docker-library/php/commit/453a9da962ec2d82df4d53ec1c85d96099c1ed5f,"Preinstall more extensions which cannot be installed later

Extensions added: pcre, recode, sqlite3",Preinstall more extensions which cannot be installed later,58,1,1,1,1,1,1,1,1,9,0,0.0,N/A,N/A,N/A,N/A
177,https://github.com/docker-library/php/commit/f6aa601699145091daaa32cc7728fc28fc842c69,"Update to 5.6.8, 5.5.24, 5.4.40","Update to 5.6.8, 5.5.24, 5.4.40",31,2,1,1,1,1,1,1,0,9,0,0.0,N/A,N/A,N/A,N/A
178,https://github.com/docker-library/php/commit/1dcb6d17643e48ea1329ede9cf9a08b2f697b2fd,More resilient gpg getting,More resilient gpg getting,26,2,1,1,1,1,0,1,0,10,0,0.0,N/A,N/A,N/A,N/A
179,https://github.com/docker-library/php/commit/6c517d12b4e52fb39dc8a132201b808ce4fc68d5,"Tells FPM not to clear the environment in workers

Allows php scripts executed with FPM to access env vars such as env vars
from linked containers

see #74",Tells FPM not to clear the environment in workers,49,2,1,1,1,1,0,1,1,3,0,0.0,N/A,N/A,N/A,N/A
180,https://github.com/docker-library/php/commit/2fbee27c9466852e92459433a97cc0912bb64571,"Update to PHP 5.4.41, 5.5.25 and 5.6.9

As per latest security updates from php.net","Update to PHP 5.4.41, 5.5.25 and 5.6.9",38,2,0,1,1,1,1,1,0,9,0,0.0,N/A,N/A,N/A,N/A
181,https://github.com/docker-library/php/commit/ec8e44b3b8d5a18d414a9f9205c40e71e829f858,Add g++,Add g++,7,0,1,1,1,1,1,1,1,9,0,0.0,N/A,N/A,N/A,N/A
182,https://github.com/docker-library/php/commit/cb9322a837e1f48b57102116b523a566cfbe1341,"Whoops, use $ini consistently O:)","Whoops, use $ini consistently O:)",33,2,1,1,1,1,0,1,1,1,0,0.0,N/A,N/A,N/A,N/A
183,https://github.com/docker-library/php/commit/58559e7dec9df4af7475dd3ab62864700cf9feae,Run update.sh for docker-php-ext-install fixes,Run update.sh for docker-php-ext-install fixes,46,2,1,1,1,1,1,1,1,9,0,0.0,N/A,N/A,N/A,N/A
184,https://github.com/docker-library/php/commit/ae130b2f845162fbf84da0ffad07d7a64eff57cd,"Update to 5.4.42, 5.5.26, and 5.6.10","Update to 5.4.42, 5.5.26, and 5.6.10",36,2,0,1,1,1,1,1,0,9,0,0.0,N/A,N/A,N/A,N/A
185,https://github.com/docker-library/php/commit/a413eb0123d10321928696ffea7442bed7dc0dc7,"Switch from ""bz2"" to ""xz"" for 5.5 and 5.6 (several megabytes smaller download)","Switch from ""bz2"" to ""xz"" for 5.5 and 5.6 (several megabytes smaller download)",78,0,0,1,1,1,1,0,0,7,0,0.0,N/A,N/A,N/A,N/A
186,https://github.com/docker-library/php/commit/11f5f37233854969999f225cc5c668a7c4795d0b,"Add php-7.0.0alpha2 (Issue #108)

Adding 7.0 to travis

Fixes for the reviewed code

Fixes to have the directory as 7.0

Change version on travis

Remove GPG from Dockerfile on 7.0",Add php-7.0.0alpha2 (Issue #108),32,2,1,1,1,1,1,1,1,14,0,0.21428571428571427,N/A,N/A,N/A,N/A
187,https://github.com/docker-library/php/commit/0e983d18f2f306d48ac973f0d144c2a969b1f536,"Swap update.sh to still generate for unknown versions and bump to 7.0.0beta1

Also, update generate-stackbrew-library.sh appropriately.",Swap update.sh to still generate for unknown versions and bump to 7.0.0beta1,76,0,0,1,1,1,1,0,1,5,0,0.4,N/A,N/A,N/A,N/A
188,https://github.com/docker-library/php/commit/32887c1de338d0ad582393b5f1dafd292334423f,"Update to 5.4.43, 5.5.27, and 5.6.11

As announced here;

PHP 5.4.43 http://php.net/archive/2015.php#id2015-07-09-1
PHP 5.5.27 http://php.net/archive/2015.php#id2015-07-10-2
PHP 5.6.11 http://php.net/archive/2015.php#id2015-07-10-3

Signed-off-by: Sebastiaan van Stijn <github@gone.nl>","Update to 5.4.43, 5.5.27, and 5.6.11",36,2,0,1,1,1,1,1,0,9,0,0.0,N/A,N/A,N/A,N/A
189,https://github.com/docker-library/php/commit/7e116d79061e57bed779e1f2512fbc80b43bf43d,upgrade php7 version,upgrade php7 version,20,1,1,1,0,1,1,1,1,3,0,0.0,N/A,N/A,N/A,N/A
190,https://github.com/docker-library/php/commit/b4aeb948e2e240c732d78890ff03285b16e8edda,"Update .travis.yml to use ""sudo: 9000"" instead of ""dist: trusty""","Update .travis.yml to use ""sudo: 9000"" instead of ""dist: trusty""",64,1,1,1,1,1,1,1,1,1,0,1.0,N/A,N/A,N/A,N/A
191,https://github.com/docker-library/php/commit/fef9f6ec8a264b0403f7c8420a3c66f7c7ab4574,"Add new ""docker-php-ext-enable"" script for more intelligent module enabling

This also updates `docker-php-ext-install` to invoke this script properly after successful extension compilation.

If modules are determined to already be enabled, it'll skip them appropriately.

This removes simple warnings like `PHP Warning:  Module 'curl' already loaded in Unknown on line 0`, and enables things like `pecl install mongo && docker-php-ext-enable mongo`.","Add new ""docker-php-ext-enable"" script for more intelligent module enabling",75,0,1,1,1,1,1,0,1,2,0,0.0,N/A,N/A,N/A,N/A
192,https://github.com/docker-library/php/commit/8dc762e7181fdc56148e13fbbdeef16271a14ea0,Run update.sh,Run update.sh,13,1,1,1,1,1,1,1,1,24,0,0.0,N/A,N/A,N/A,N/A
193,https://github.com/docker-library/php/commit/878e6efc37d19eccf0c4fa9577fc7145e5060d82,Full path for loading zend extensions,Full path for loading zend extensions,37,2,1,1,1,1,0,1,1,13,0,0.0,N/A,N/A,N/A,N/A
194,https://github.com/docker-library/php/commit/a3508a6653b66e7dd174cf9730fc8e4c90440950,Get rid of unneeded variable,Get rid of unneeded variable,28,2,1,1,1,1,1,1,0,13,0,0.0,N/A,N/A,N/A,N/A
195,https://github.com/docker-library/php/commit/a8ec57f206c9acf0a6293208a3343240a5ae7dfc,"Update PHP 5.6.12, 5.5.28 and 5.4.44

Update announcement:
http://php.net/archive/2015.php#id2015-08-06-1

Signed-off-by: Sebastiaan van Stijn <github@gone.nl>","Update PHP 5.6.12, 5.5.28 and 5.4.44",36,2,0,1,1,1,1,1,1,9,0,0.0,N/A,N/A,N/A,N/A
196,https://github.com/docker-library/php/commit/c9bc16e06142a0d9b75ec66e772c9b9cc2daa123,"Update to PHP 7.0.0 beta 3

As announced here:
http://php.net/archive/2015.php#id2015-08-06-1

Signed-off-by: Sebastiaan van Stijn <github@gone.nl>",Update to PHP 7.0.0 beta 3,26,2,1,1,1,1,1,1,0,3,0,0.0,N/A,N/A,N/A,N/A
197,https://github.com/docker-library/php/commit/fc5346a7e0f21e37466c9dff4330a4802df85bb6,Fix 5.5 key (https://github.com/docker-library/php/pull/124#issuecomment-128795274),Fix 5.5 key (https://github.com/docker-library/php/pull/124#issuecomment-128795274),83,0,1,1,1,1,1,0,1,4,0,0.0,N/A,N/A,N/A,N/A
198,https://github.com/docker-library/php/commit/305067f94c924cd6640379938c589b8e661fece7,"Add back the 5.5 keys that are officially listed, and sort all the key lists","Add back the 5.5 keys that are officially listed, and sort all the key lists",76,0,0,1,1,1,1,0,1,7,0,0.0,N/A,N/A,N/A,N/A
199,https://github.com/docker-library/php/commit/b1ff26c9e5edb18ac21536a19960b7d36ee45ea2,"Put ""docker images"" in .travis.yml ""after_script"" section","Put ""docker images"" in .travis.yml ""after_script"" section",57,1,1,1,1,1,1,1,1,1,0,1.0,N/A,N/A,N/A,N/A
200,https://github.com/docker-library/php/commit/757528222b84cd8204d5fe54dba31cb804b26b70,"Enhance ""generate-stackbrew-library.sh"" to only take into account changes to the Dockerfile or files from COPY in the Dockerfile for choosing the commit hash for a particular directory","Enhance ""generate-stackbrew-library.sh"" to only take into account changes to the Dockerfile or files from COPY in the Dockerfile for choosing the commit hash for a particular directory",184,0,0,1,1,1,1,0,1,1,0,1.0,N/A,N/A,N/A,N/A
