message,label
"added root finding methods so that accurate but slower methods of obtaining an inverse function can be quickly made
	added bisection
	added secant

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@21 c8979423a7686f1717f2fb57d64bf5d2",bad
"root finding commit
	fixed bug in bisection
	added zeroin brents method
	added riddlers method

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@22 c8979423a7686f1717f2fb57d64bf5d2",bad
"added inverse incomplete beta function using root finding method

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@23 c8979423a7686f1717f2fb57d64bf5d2",neutral
"implemented students t distribution


gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@24 c8979423a7686f1717f2fb57d64bf5d2",neutral
"implemented weibull distribution
	missing 1 part i couldent find or deduce a way to estimate the parameters of the distribution from a data set

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@25 c8979423a7686f1717f2fb57d64bf5d2",good
"added f distribtution
exposed lnbeta to the public

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@26 c8979423a7686f1717f2fb57d64bf5d2",bad
"added inver x log x method to special math

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@27 c8979423a7686f1717f2fb57d64bf5d2",neutral
"added kolmogorov distribution but only cdf pdf is not really used and invcdf is confusing

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@28 c8979423a7686f1717f2fb57d64bf5d2",bad
"removed invpdf requirement from continousdistribution added mean median mode variance and standard deviation
implemented new added functions for continous distribution for most all current distributions

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@29 c8979423a7686f1717f2fb57d64bf5d2",bad
"fixed up vec and modified dense vector and created a sparce counter part

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@30 c8979423a7686f1717f2fb57d64bf5d2",bad
"renamed some distributions for consistency

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@31 c8979423a7686f1717f2fb57d64bf5d2",neutral
"clean up in kolmogorov removing some of the unsupported operation exceptions


gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@32 c8979423a7686f1717f2fb57d64bf5d2",bad
"added text package & stemming

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@33 c8979423a7686f1717f2fb57d64bf5d2",bad
"added void stemmer

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@34 c8979423a7686f1717f2fb57d64bf5d2",good
"added an online statistics object mean variance skew kurtois

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@35 c8979423a7686f1717f2fb57d64bf5d2",neutral
"added skewness and kurtois to vector

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@36 c8979423a7686f1717f2fb57d64bf5d2",neutral
"updated skewness calculations to use an unbiased estimate when the sample is large enough 2

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@37 c8979423a7686f1717f2fb57d64bf5d2",bad
"minor bug fix to satisfy the compiler

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@38 c8979423a7686f1717f2fb57d64bf5d2",good
"intitial foundation for implementing classifiers


gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@39 c8979423a7686f1717f2fb57d64bf5d2",good
"added parameter approximation for the weilbull distribution
also commiting some files that had to be changed bc of method changes  they forgot to be added

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@40 c8979423a7686f1717f2fb57d64bf5d2",neutral
"added skewness to continousdistribution

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@41 c8979423a7686f1717f2fb57d64bf5d2",good
"updated skewness for student t and added documentation for skewness and variance

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@42 c8979423a7686f1717f2fb57d64bf5d2",bad
"improved ridders method to keep it out of infinit loops
used root finding to implement an inverse cdf for kolmogorov

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@43 c8979423a7686f1717f2fb57d64bf5d2",neutral
"added ks goodness of fit testing

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@44 c8979423a7686f1717f2fb57d64bf5d2",neutral
"added ks goodness of fit search to maingui
fixed bug in weibull setusingdata the parameters were set in the wrong order
fixed bug in kstest where it would not respect the minimum value of the cdf for distributions


gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@45 c8979423a7686f1717f2fb57d64bf5d2",neutral
"removed a debug print out

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@46 c8979423a7686f1717f2fb57d64bf5d2",good
"fixed another bug in ks test with range checking the distribution

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@47 c8979423a7686f1717f2fb57d64bf5d2",neutral
"added beta distribution

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@48 c8979423a7686f1717f2fb57d64bf5d2",good
"updated ks test to display a message when no distribution is found to be a suitable match

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@49 c8979423a7686f1717f2fb57d64bf5d2",bad
"added uniform distribution continuos

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@50 c8979423a7686f1717f2fb57d64bf5d2",good
"added failure rate and reliability function to weibull

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@51 c8979423a7686f1717f2fb57d64bf5d2",bad
"missed a folder on the last commit

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@52 c8979423a7686f1717f2fb57d64bf5d2",neutral
"+ 2 for the range makes scatter plot useless for small valued data sets so it has been removed

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@53 c8979423a7686f1717f2fb57d64bf5d2",bad
"added lognormal distribution

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@54 c8979423a7686f1717f2fb57d64bf5d2",good
"added one sample test class
added one sample z test
implemented dynamic gui for one sample tests it still needs some cleaning up
added greekletters class

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@55 c8979423a7686f1717f2fb57d64bf5d2",bad
"moved one sample tests into their own folder
added t test
added a set function to studentt distribution
updated gui with new test

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@56 c8979423a7686f1717f2fb57d64bf5d2",neutral
"fixed bug in gamma distribution where pdf returned bad values usually zero

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@57 c8979423a7686f1717f2fb57d64bf5d2",bad
"intial work for classification of data sets including a naive bayes classifier

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@58 c8979423a7686f1717f2fb57d64bf5d2",bad
"fixed initaliziation bug for the no parameter constructor

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@59 c8979423a7686f1717f2fb57d64bf5d2",neutral
"updated gammap and gammaq functions with a series evaluation from numerical recepies that is much faster

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@60 c8979423a7686f1717f2fb57d64bf5d2",bad
"updated cdf to throw an arithmetic exception for nan and infinite input many more of these eventualy need to be placed in many more methods

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@61 c8979423a7686f1717f2fb57d64bf5d2",bad
"updated vector implementations to cache certain commonly used values instead of computing them every time

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@62 c8979423a7686f1717f2fb57d64bf5d2",bad
"updated classifier & naive bayes to have a multi threaded traning method


gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@63 c8979423a7686f1717f2fb57d64bf5d2",bad
"removed wall of commented code

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@64 c8979423a7686f1717f2fb57d64bf5d2",good
"added mutable methods to the vector interface and implemented it

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@65 c8979423a7686f1717f2fb57d64bf5d2",bad
"added pnorm distance to vectors implementation can easily be improved for cases of sparcevector input

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@66 c8979423a7686f1717f2fb57d64bf5d2",bad
"added normalization to vector and implemenations

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@67 c8979423a7686f1717f2fb57d64bf5d2",neutral
"added kernel functions

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@68 c8979423a7686f1717f2fb57d64bf5d2",good
"nearest neighbor and some supporting classes

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@69 c8979423a7686f1717f2fb57d64bf5d2",bad
"wrong defitinon for polynomial kernel

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@70 c8979423a7686f1717f2fb57d64bf5d2",neutral
"added svm smo
added and updated the kernel functions
fixed a bug in naive bayes that made it fail when a numerical variable had no variance

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@71 c8979423a7686f1717f2fb57d64bf5d2",neutral
"updated stemming into its own folder and added another implementation and some renaiming

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@72 c8979423a7686f1717f2fb57d64bf5d2",bad
"updated arff loader to load integer attributes as real
added an indetable designed for values  = 0

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@73 c8979423a7686f1717f2fb57d64bf5d2",neutral
"added onevsall classifier so that svm and other future binary classifiers can be used on datasets predicting more than one category

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@74 c8979423a7686f1717f2fb57d64bf5d2",bad
"added kd tree accelerated version of the knn algorithmw ith impresive speed ups 40% for 5000 data set despite a high dimesnionality 40 variables

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@75 c8979423a7686f1717f2fb57d64bf5d2",bad
"added 2 new distance metrics

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@76 c8979423a7686f1717f2fb57d64bf5d2",good
"added pnorm to vectors
maid main file distinguish between the time taken for training and the time it takes for classification
added cosine distance metric

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@77 c8979423a7686f1717f2fb57d64bf5d2",neutral
"added 2 new continous distributions laplace and rayleigh

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@78 c8979423a7686f1717f2fb57d64bf5d2",neutral
"renamed kernelfuction to kerneltrick since there is something else that actualy has the name of being a kernel fuction

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@79 c8979423a7686f1717f2fb57d64bf5d2",bad
"added underlying code for weighted training

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@80 c8979423a7686f1717f2fb57d64bf5d2",good
"updated arffloader to load in numeric as real
added convinence method in classificationdataset
added implementation of id3 decision tree
	still need to add pruning
added a modifable count down latch that is very usefull for multithreading when the number of tasks that will be created is not known apriori

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@81 c8979423a7686f1717f2fb57d64bf5d2",neutral
"moved the distribution search out from naive bayes into its own class

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@82 c8979423a7686f1717f2fb57d64bf5d2",neutral
"moved classes around a bit for organization
added a nominaltonumeric transform

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@83 c8979423a7686f1717f2fb57d64bf5d2",neutral
"renamed incorrectly named function

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@84 c8979423a7686f1717f2fb57d64bf5d2",good
"added numericaltohistogram categorization of numerical attributes

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@85 c8979423a7686f1717f2fb57d64bf5d2",bad
"added logistic distribution and the trig functions lacking in javamath

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@86 c8979423a7686f1717f2fb57d64bf5d2",bad
"added cauchy distribution

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@87 c8979423a7686f1717f2fb57d64bf5d2",good
"no stupid vector lengths negative values err zero values are allowed

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@88 c8979423a7686f1717f2fb57d64bf5d2",bad
"added rocchio classifier
made classificationdataset return a new array list so that the user can not alter the data set so easily they cans till alter the vectors but when they remove a data point from their list it wont effect others

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@89 c8979423a7686f1717f2fb57d64bf5d2",good
"updated onlinestatistics to keep track of the min and max observed value

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@90 c8979423a7686f1717f2fb57d64bf5d2",neutral
"added pairwise multiplication and division for vectors

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@91 c8979423a7686f1717f2fb57d64bf5d2",neutral
"added datatransform to transform a data set from any arbitrary range into a specified range of values

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@92 c8979423a7686f1717f2fb57d64bf5d2",bad
"accidently messed up the constructors fixed

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@93 c8979423a7686f1717f2fb57d64bf5d2",neutral
"added convinence method to categorical results

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@94 c8979423a7686f1717f2fb57d64bf5d2",good
"the begining of matrix abilities

added an abstract matric class and a dense matrix implementation

note something will have to be incomplete since the matrix base class is for reals and more complex operations on real matricies can produce complex results a complex object and complex matrix class will have to be added in the future

also future sparce matrix implementation based on sparcevector

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@95 c8979423a7686f1717f2fb57d64bf5d2",bad
"added some quick comments on something i might forget

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@96 c8979423a7686f1717f2fb57d64bf5d2",neutral
"added transpose to the matrix class
added vec vec constroctor to the densematrix implemenation a parallel one needs to be added
added single and multi threaded block multiplication methods to dense matrix they are slightly more efficently but require the exact cache size to be known before hand so they are not used by default and the block size for a 256kb cache size is hard coded

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@97 c8979423a7686f1717f2fb57d64bf5d2",neutral
"added a shortcut getvector function to datapointpair for convinence
added a summary stats function to classificationdataset for convinence

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@98 c8979423a7686f1717f2fb57d64bf5d2",neutral
"convience object for returning 2 objects

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@99 c8979423a7686f1717f2fb57d64bf5d2",good
"added 2 neural net algos
preceptron
	has 2 different training methods the multi threade method is a parallel batch implementation the single threaded is an online version these 2 methods have different training behavior
backpropagationnet
	an implementaition of a fully connected neural net trained with back propagation it should be easily parallizable but ive gotten much worse performance out of it not sure why will look into it more some other time
	this is the first classifier to use the new matrix class it may need to be modified frequently as the matrix class is improved

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@100 c8979423a7686f1717f2fb57d64bf5d2",good
"deleted accidental duplicate file with different case that should not exist

gitsvnid httpsjavastatisticalanalysistoolgooglecodecomsvntrunk@101 c8979423a7686f1717f2fb57d64bf5d2",bad
add initial vsix project,good
add githubui project for styles and controls,good
"implement vspackage with basic login dialog

includes a menu that launches a login dialog
for testing purposes",good
add build script folder to repo,good
update project to vs 2015,good
"add custom fody package with patched cecil

cecil requires a patch to work properly with roslyn",good
update to fody 1264 with fixed cecil,good
"rename folder build  script for ci integration

the existing ci scripts are expecting a folder
called script where all builddeploy scripts
reside for now and for consistencys sake
with the desktop apps rename the build folder
to script",good
"get everything building on the command line

fix build from scripts for ci add xunit runner for
visual studio",good
bump fody submodule to catch cecil fix,good
update packages to latest stable,good
"refactoring navigation and lifetime of mef

extract interfaces of mef exports to separate dll
to decouple things a bit
only load reactive things when requesting ui dialogs
teamexplorer items should not load any reactive stuff
introduce exportfactory to dispose of idisposable mef
components properly
start fleshing out team explorer implementation",bad
github section on teamexplorer home,bad
update github styles add image icon,good
fixing namespaces and using statements,bad
"fleshing out home and connect pages

set up base classes for team explorer navigation pages sections items
and links
home and connect sections underway",bad
fix typo,neutral
add navigation items and icons,neutral
use pngs for the navigation icons,neutral
"refactor all the things add simple api fix copyrights

add simple api to query github for info related to
the navigation items so we dont pull in any
extra dependencies for those bits",bad
ignore autogenerated akavache linker file,good
fix references to teamfoundation dlls,good
fix extractingparsing repo url from the solution,good
pleasing nitpick nancy,bad
fixing dll references some more,good
showing nav items depending on repo url,neutral
"implement nav item execute refactoring

get rid of the team explorer sections for now connect nav items to
repo and open browser to navigate to wiki and issues when they exist",bad
"hook up all nav items add color bars

check for existence of wiki by doing a get on the url if its enabled
but hasnt been created itll redirect to the repo home
add colors for the nav bars",neutral
added license and target install ranges to vsix manifest unblocking ability to install the vsix directly,bad
fixed copy behavior for licensetxt,good
"enable warnings as errors and code analysis

fix a ton of stuff for code analysis",neutral
nullguard nav item execution,bad
fix style,neutral
thread guard,bad
nitpick nancy on the prowl,bad
fix browser ctor to grab correct service provider,good
more null guards,bad
fix some more code analysis issues,good
"remove reactive usage

make sure team explorer code in general doesnt require any
reactive bits to keep the footprint small",good
fix nav items colors and priorities,good
dedup code,bad
rename files to match the classinterface inside,good
nitpick nancy hunting spaces,bad
align color definitions neatly just cause,good
add home section showing repo information,good
async fixes,bad
"add an empty wpf app for designtime resources

vs cant seem to handle loading resources at designtime
from referenced libraries without an actual wpf app with
an appxaml in the solution
all other hacks failed to bleh just stuff one in",good
add separate lib to hold mef interfaces with reactive dependencies,neutral
shared resource dictionaries,bad
add vs logger,good
"uicontroller manages the ui loading logic

a little state machine to manage the ui logic of
the login2fa create and clone workflows",neutral
uiprovider is our iserviceprovider implementation,bad
language nazi on the prowl,bad
decouple ui logic from backend,good
move interfaces out to separate assemblies,good
kill unused usercontrols,good
"temporary te section for triggering clonecreate

while we dont have the definitive classesinterfaces
for the github connect section in team explorer use
a mock one that triggers our clonecreate dialogs
with optional auth",neutral
"add clone and create dialogs

 and everything that the ui depends on translations styles
controls user errors etc etc",bad
fix build,neutral
fix build again,neutral
the build it is fixed,bad
move view models to viewmodels,good
"refactor how views and viewmodels are exported

export all views and viewmodels with metadata and a
common interface so we can easily add more
exportfactoryprovider exposes lists of views and
viewmodels that can be disposed of

add some ui testing to the designtimestylehelper app
its faster to iterate over the ui outside the extension
itself",neutral
reorganize files into more meaningful folders,neutral
fix namespaces and using statements everywhere,bad
export 2fa viewmodel for the 2fa challenge handler,good
fix exportfactoryprovider build and code issues,neutral
fix code analysis,good
fix exporting of views,good
add composition service for testing,good
aaaaand it builds again,bad
add missing metadata attributes so imports work,good
"shared exports arent picked up by exportfactory

twofactorviewmodel is shared so the challenge handler can get the
instance so it needs to be initialized differently exportfactory only
picks up nonshared exports",bad
fix launching the create dialog,good
fix silly copy paste,good
fix ci build,good
"disable nullguard on gitthubui

while doing ui work the designer triggers nullguard everywhere and
makes it extremely hard to prototype also might not be that useful on a
control library need to evaluate it here",good
flesh out createrepo xaml,good
make the test app work,bad
latest r# really really wants me to add these settings,neutral
"add unit test of logincontrolviewmodel

setting up some test infrastructure for the view models before
i start to implement stuff",good
aba  always be asserting,bad
"remove the learn more section

were no longer going to have that in the login screen",good
set the width and height we can fix it up later,neutral
"remove the cancel command

no need for this",good
fix up the login button bindings and positioning,good
"fix up the sign up link section

and actually bind the sign up link so it works",good
bind text boxes enablement,good
move githubcom and enterprise tabs to the center,good
"make login label persistent

well always show it and not make it contextual",good
implement forgotpassword command properly,good
hook up the forgot password button,good
changes to reference dev14 assemblies  required to build on a machine that only has dev14 installed,bad
reference 14000 versions explicitly instead of referencing the 12000 versions explicitly and adding sspecificversion=false,bad
update manifest to target dev14 instead of dev12,good
"add githubtabcontrol to githubuireactive

im gunna need this",good
add errormessagedisplay,good
add new validators to reactivepropertyvalidators,good
fixup add githubtabcontrol,neutral
move controls out of assets folder,good
first approximate cleanup of category column,bad
"removed println from snappycompressionbenchmark
git staut
git status",bad
moved utilities and removed a println,neutral
moved utilities and removed a println,neutral
mostly work on boolean columns,bad
io for boolean columns,bad
enhancements to localdatecolumn and extension of the column api,bad
enhancements to storagemanager to support new column types and supporting changes in the columns themselves,bad
enhancements to storagemanager csvreader and datetime columns to extend io functionality,bad
new test new test data,bad
added basic functionality to table,neutral
more io test cases and supporting changes in tables and columns,bad
more work on csv reading and related work on time representations parsing etc,bad
sorting implemented but needs more testing,neutral
initial implementation of fluent api,neutral
extensions to equality testing,bad
extensions to equality testing,bad
extensions to equality testing,bad
reformatting code,neutral
renamed class,bad
extensions to equality testing,bad
extensions to row selection,bad
extensions to row selection,bad
extensions to row selection,bad
implementation of basic functionality for getting started example partial,bad
implemented basic booleanmaputils,neutral
added readme and made the most basic example code in it work,bad
added integrated stringmaputils,neutral
added integrated stringmaputils,neutral
implementing readmemd example functionality,neutral
parsing smalltalk variant for interactive language,neutral
initial ui work with javafx,neutral
made mainmenu its own class and removed unused file,bad
removed unneeded code,neutral
fixed bug in dialog closing logic,good
fixed bug in dialog closing logic,good
cleanup forms,good
added event framework for handling application changes,neutral
fixed broken notification test,good
additional ui work including partially working drag & drop on table view,bad
added command processor framework with undo redo,neutral
improvements towards sorting without comparitors and their autoboxing,bad
tests for command processor framework for the ui,bad
a fledgling attempt to do ui skinning and runtime userdirected changes in chart display without hacking css strings,bad
misc cleanup hangs head in shame,bad
more cleanuprationalization of the relation hierarchy,bad
more cleanuprationalization of the relation hierarchy,bad
test implementation of mapping logic,bad
partial port of splitter logic from outlier,bad
ported genericsplitter from outlier,good
initial work porting reduction functions,bad
improving date and date column functionality mostly,bad
more enhancments to localdatecolumn functionality,bad
more enhancments to localdatecolumn functionality,bad
added timing to test,good
added support for additional map operations,neutral
added inquartern filters to localdate,good
date filter functions added,bad
added date filtering to datetime column,good
cleaned up parameter types and names,neutral
added filters to time and datetime,neutral
added filters to category columns,good
deleted unused class,good
more work on string filters and map functions,bad
added int column filters,good
agpl license added,bad
cleaned up unused imports,good
updated readme,neutral
updated readme,neutral
updated readme,neutral
more work in filters,bad
more work on filters,bad
adding more filter functions,bad
adding more filter functions,bad
adding more filter functions,bad
added equality filter for datetime col,good
removed unneeded nashorn experiment class,good
added aggregation functions for float,good
adding resets to new reduce functions,good
partial implementation of packedperiod and implementation of periodcolumn,bad
partial implementation of packedperiod,bad
added a csvcombiner utility that appends all files in a folder into a single csv file they should all have the same structure,bad
cleanup and comments on csvcombiner,bad
additional work on column io,bad
additional work on column io,bad
added todos for improving on disk compression,good
refactored columnmetadata and tablemetadata moving them to storage package,bad
removed all languagerelated code for smalltalklike analysis language may readd later after core is finished,bad
updated guava library to version 19,good
whitespace fix and readme update,neutral
bug fixes in column io,neutral
readme update,neutral
cleaned up test,bad
removed machine learning library until i have time to do proper analysis and design,bad
added summary and uniquecount methods to several classes and repaired broken head method in table and view,bad
updates to minimize autoboxing not entirely successful yet,bad
continued work on primitivebased sorts incomplete and implementation of dummy variable functions for category columns,bad
continued work on primitivebased sorts incomplete and implementation of dummy variable functions for category columns,bad
added categorycolumn tests,good
added tostrings for the columns,bad
add readme,good
add common collectors,good
add events and make it actually work,good
add viewcollector,good
add count,neutral
add phpdocstypehinting,good
"add route information

just for 40 currently not the rewritten router",good
"add readme and switch to devmaster

because of little bug until new tag is released",good
make event logging optional,good
update readme,good
update composerjson,good
"add laravel info

version and environment",good
add facade for messages,good
update readme,good
add time facade calls,good
add exceptions and docs for messages,neutral
"update config

explain about vendors",good
remove mailer and check for db connection,neutral
update readme,good
fix nonobject,good
update readme,good
add current route to top of debugbar,good
rename monolog to log,good
"fix $this for 53

fix for #1",good
prepare for 41,bad
resolve router,good
only for 40,bad
add router for 41,neutral
rewrite logic based of webprofiler,good
replace request with symfonyrequest,good
switch some to default debugbar,good
dont include response content,good
update readme,good
fix locale,good
"merge messages and monolog

cleaner for much the same output",good
add config for collectors,good
"dont restrict responserequest

fixes #2",neutral
"remove $this from closure for php53

for #1",good
"add twig collector

currently just for httpsgithubcombarryvdhlaraveltwigbridge",good
tweak log collector,good
skip twig header when view is enabled,good
update readme,good
remove view badge,good
update facadephp,good
show db by default,good
add db to config,good
check if collectors are available,good
only add collectors when enabled,good
cleanup request a bit,bad
in variablelistwidget check if v variable is not null,bad
"format vars recursively

fix blank screens with administrator",good
black text,bad
"revert changes

is fixed in master",good
fixed a typo,good
tweak view displaying,good
add some safety checks,good
update public files,good
add note about vendors,good
"change asset publishing

use the upstream assets so they are always uptodate",good
add note about routecollector on 406,good
add headers in response for ajax requests etc,neutral
refactor a bit,bad
move some functions around,neutral
use close event instead of after router,good
stack data in session after redirect,neutral
double name,bad
update readme,good
add mail logger,good
refactor a bit,bad
update readme,good
update screenshot,good
clarify vendors,good
"fix commit

to prepare for breaking changes",neutral
update for driver driven http session,bad
tweak a bit,bad
cleanup,bad
move logic from facade to laraveldebugbar,good
update readme,good
"fix session store

update for changes in httpsgithubcomlaravelframeworkcommit3816e425ae3fdaa69474763737d5e906e073c9a9",good
make sessionstore work on old+new version,good
"allow debugbar to be disabled during runtime

fixes #9
just call `configsetlaraveldebugbarconfigenabled false `
anywhere before the response is sent and the debugbar wont be added to
the response",good
"add check for route

check if the route is the correct type otherwise return empty array
prevents error for empty routes or perhaps changeswrong route
collector fixes #11",good
add addmeasure to debugbarfacade,good
add timing for bootingapplication,good
check for laravelstart,neutral
"make ajax capturing configurable

should fix #14",good
"add option for sql param binding

fixes #21",good
"allow multiple connections

add option to set extra connections fixes #22",good
move mail config,good
"escape view data

fixes #23",bad
"tweak escaping

again for #23 to make it the same as proposed in the upstream package",bad
"leave escaping upstream

this is fixed upstream so no need for this anymore",neutral
"remove typehinting in construct

l41 changes stuff this fixes #24",good
"remove old session var

not needed anymore",good
update readme,good
make inject configurable,good
update readme,good
make quotation char configurable,good
"fix readme

doesnt belong here fixes #29",neutral
"append on appclose insteaf of after router

later is better right fixes #33",neutral
move code from svn,bad
move code from svn,bad
readme,bad
update folder structure,good
delete the example c code so that this project is can be recognized as a python project rather than a c project,bad
make compatible with python 30,bad
fix the bugs introduced by 2to3,good
fuck the chinese gov,bad
fix commented comment,good
fix map in python 2x,good
"option to print warnings in clangs format

this makes it easier to integrate hfccapy into an existing build that already knows
how to parse and display warnings from clanggcc

for example xcode add a run script build phase that runs hfccapy and any methods that
exceed the complexity will be flagged",neutral
add ignores,good
add travisyml,good
run ci,bad
run ci,bad
beautify readme,good
beautify readme,good
in xml format output function line not 0,bad
make xml format obey verbose mode,good
remove extra  from verbose xml format,good
"make them executable from beginning

sets executable flags on all the appropriate places and adds # line to extratestsexternaltestspy",bad
create setup file and separate the tests,neutral
update readmemd,good
fix for python3,neutral
fix for different python versions,neutral
fix for python 3 and 25,bad
try again,bad
stop supporting 25 did i,neutral
fix python26 multiple threading problem by disabling it,good
update version number,good
test token count,neutral
add version,bad
add version,bad
use fnmatch instead of re to match exluded files,neutral
python 26 doesnt have assertlistequal,bad
fix for operator,bad
fix void funtint &&p,good
fix exlucde pattern,good
fix explicit filenames,good
add  for print,neutral
some refactoring,bad
reduce is not in 30,bad
#NAME,bad
#NAME,bad
add examples,good
temporarily remove tnsdl support from hfcca until i know somebody is using it,bad
adjustment to the nloc,bad
adjustment to the nloc,bad
pylint fix,bad
fix #else problem,good
change unit test running,bad
fix python3 test,good
delete main from test,good
java,bad
fix the windows bin,good
fix for windows,neutral
update version,good
update setup information,good
remove the wrong eq overriding,good
small refactoring,bad
fileinformation isnt a list any more,bad
refactoring,bad
move function,bad
fix a xml output bug,good
refactoring,bad
refactoring,bad
fix for python3,neutral
refactoring,bad
interface as a module,bad
rename hfcca to lizard,good
github name hasnt changed yet,bad
try renamed github repo,neutral
refactoring tokenizer,neutral
include header files,good
fix for cpp constructor initialization list and preprocess problem,neutral
add support for xsl,good
fix for #elif,neutral
handle exception,good
change the xsl location,good
add test for xml output,good
